gdp_usd,population,gdp_per_capita,inflation_rate,unemployment_rate,fdi_pct_gdp,co2_emissions_kt,energy_use_per_capita,renewable_energy_pct,forest_area_pct,electricity_access_pct,life_expectancy,child_mortality,school_enrollment_secondary,health_expenditure_pct_gdp,hospital_beds_per_1000,physicians_per_1000,calculated_gdp_per_capita,real_economic_growth_indicator,econ_opportunity_index,co2_emissions_per_capita_tons,green_transition_score,ecological_preservation_index,renewable_energy_efficiency,healthcare_capacity_index,digital_connectivity_index,health_development_ratio,is_pandemic_period,human_development_index,climate_vulnerability_index,digital_readiness_score,global_resilience_score
847409491176.197,518468229.0,1634.44825309864,5.53753791645677,6.8677855707396,1.66784433056406,543808.651820938,755.371018311124,62.5645286167873,31.9108778788421,28.23337288747,58.4706966763051,86.1157221444631,78.4523358518958,6.94635178038019,3.562050330745952,0.168834673260782,1634.448253098643,295.1579344028135,623.6814280150509,1.048875555730413,62.5645286163858,2.5240784000142,8.28262232732605,0.0,1.582997481585131,0.6789781844738851,0,0.2728219981371621,0.2638114837609265,0.1618778380012642,0.3199802777335087
943378184761.64,532760424.0,1770.73623014017,8.97120640995792,6.74808147368188,1.88709798515104,535604.357505138,749.402187738062,62.2938415552246,32.1831348252032,28.3818359876251,59.3535949230704,82.0574835274447,78.4523358518958,6.79277640035653,3.562050330745952,2.1491223110623943,1770.736230140173,197.37994526295552,681.6535715165093,1.0053381095460987,62.29384155487092,2.540100509434627,8.312471270366522,0.0,1.957384368670319,0.7233172694507402,0,0.2896419081784117,0.2638075590489305,0.201096910723765,0.3434275009130942
950521438838.682,547482863.0,1736.16655986305,9.15870715471667,6.5621786470409,2.59587467433376,559333.857277447,728.721221633136,61.1095543464239,31.9724922524989,32.2240274434276,60.1855610471991,78.250070965376,78.4523358518958,6.57312777240983,3.562050330745952,2.1491223110623943,1736.1665598630473,189.56458925198157,677.7466231436384,1.021646329188293,61.1095543460643,2.499372856831616,8.38586177159372,0.0,2.1821127587691858,0.7691438525829573,0,0.3054363557622086,0.267294883502693,0.2222303311836053,0.3415924956549042
964242449960.242,562601578.0,1713.89929866184,5.74694885275767,6.44545648496286,2.2355240347058,580510.924988882,725.668196097785,60.4688380088513,31.761841679602,32.0464780952398,60.9533629561754,74.8166732540707,78.4523358518958,6.54238921491383,3.562050330745952,2.1491223110623943,1713.8992986618357,298.2276930895994,675.0850037107052,1.031833090572814,60.468838008487246,2.469855174600713,8.33284941162049,0.0,2.478910205881932,0.8147029305778307,0,0.3197474462090712,0.2694233007788667,0.2468757641369633,0.3423078263893852
984807065632.553,578075373.0,1703.59629838885,5.37028961008588,6.40519550006924,2.81339050275503,601860.163982524,740.766342797557,60.8039336588303,31.5512701334493,31.3235788003652,61.6473665890637,71.7949578887273,78.4523358518958,6.13293805551592,3.562050330745952,2.1491223110623943,1703.5962983888487,317.2261501855217,673.1323965789111,1.0411447920002015,60.8039336584587,2.460269514276137,8.208247344122022,0.0,2.8569872519050814,0.85865871924612,0,0.3324134739600354,0.269111990519301,0.2737177571560618,0.3453623100616413
919930022724.422,593871847.0,1549.03794037642,5.25017086354882,6.49004120319987,3.13403550405131,586385.004028878,2348.102738395949,61.0972640976963,31.3405255785614,33.3121631315881,62.2592883749181,69.1381574560455,78.4523358518958,6.32839534047149,3.562050330745952,2.1491223110623943,1549.0379403764227,295.0452434093464,608.0486491855144,0.9873931673829252,61.097264097306855,2.449723999331092,6.4511430463351775,0.0,3.297324616996512,0.9005054613221268,0,0.3435566117329672,0.2689055258093557,0.3065963988202666,0.3438671762894354
873354876607.317,609978946.0,1431.7787234042,6.59460441456991,6.61020531330575,1.93744888758881,592299.593958805,2348.102738395949,30.13645369570513,31.1194314173671,38.3804331871331,62.7876814850688,66.5159277529964,78.4523358518958,6.23543464573395,3.562050330745952,2.1491223110623943,1431.778723404196,217.11366344293123,556.8887312563324,0.9710164553102542,30.1364536955584,0.0,6.4511430463351775,0.0,3.339357290964984,0.9439495712700232,0,0.3542613782983201,0.4222014214565822,0.30237178910049,0.3360957672046583
985355704660.083,626392880.0,1573.06338581001,6.39934341569383,6.7149547357794,1.01100154693475,601323.394690938,2348.102738395949,30.13645369570513,30.9035428685892,39.754201347135,63.2462635340566,64.2439937224214,78.4523358518958,6.14907442367817,3.562050330745952,0.191352014032712,1573.0633858100095,245.8163726535147,607.0502997552264,0.9599780168173973,30.1364536955584,0.0,6.4511430463351775,0.0,3.632051969775413,0.9844696736526736,0,0.3635391379658762,0.422741142828527,0.317932552359507,0.3596131766993423
1012853224905.79,643090131.0,1574.97864775317,4.720811388773,6.73116273378074,1.42304503651044,600351.133332593,2348.102738395949,30.13645369570513,30.6902243076237,42.1682410699846,63.648988039777,62.0729363208627,78.4523358518958,6.20223812233942,3.562050330745952,2.1491223110623943,1574.9786477531718,333.6245653657702,607.0572151034148,0.933541201136226,30.1364536955584,0.0,6.4511430463351775,0.0,4.152531621833552,1.0253903200384704,0,0.3722671460602873,0.4232744392309407,0.3612487733271586,0.3699401151575627
1009909855421.84,660046272.0,1530.05917655094,4.12435072486239,6.9143532468525,1.4581448316237,1121547.8859666353,2348.102738395949,30.13645369570513,30.4697982610631,43.6406611120552,64.0051974732229,60.0541503808559,78.4523358518958,6.20493448940364,3.562050330745952,2.1491223110623943,1530.0591765509432,370.9818292919283,581.8786816676137,4.282983276394439,30.1364536955584,0.0,6.4511430463351775,0.0,4.5545949398087755,1.065791407709708,0,0.3803120704039232,0.4238255043473422,0.3936866759356615,0.5229231862447368
920792331527.746,677243299.0,1359.61822418526,5.19145571718405,7.56318685370141,1.40391125813708,1121547.8859666353,2348.102738395949,30.13645369570513,30.2517857956239,80.04314158944638,69.79365371154302,58.158649582168,78.4523358518958,6.160078079111932,3.562050330745952,2.1491223110623943,1359.6182241852584,261.8953715977653,494.3841766034511,4.282983276394439,30.1364536955584,0.0,6.4511430463351775,32.689495136693246,0.0,5.692028493688078,1,0.6558509710391535,0.4243705355109402,0.2807659248749303,0.44418283349706505
140407973778.931,267214544.0,525.450342923443,2.53077516737993,4.92142316396605,1.82339267689403,119510.0,548.181051904747,83.23915972312,21.5952835465819,34.6580113476023,49.2197138106225,169.471114659074,78.4523358518958,3.77129356241782,3.562050330745952,0.192681800431092,525.4503429234413,207.6242685230048,236.85705509615457,0.4472436200927745,83.2391597224115,1.970256434267136,15.18461089340676,0.0,0.0272827908031812,0.2904312862380003,0,-0.0381663776984098,0.2379138918257452,0.0024803222990913,0.2308561625421066
148012003011.166,274433894.0,539.335724366342,4.36152914007253,4.86575187573938,2.17838712620068,130120.0,555.91173464434,81.9992634764941,21.5031563447265,35.6643106020937,49.4751356037932,164.355337570411,78.4523358518958,3.7702550850534,3.562050330745952,2.1491223110623943,539.3357243663422,123.65748503456592,244.50300920672055,0.4741396848014699,81.99926347577323,1.9471848790104809,14.750410607711926,0.0,0.047141941320041,0.3010254265858429,0,-0.020292675755865,0.2412439504469485,0.0045823340620042,0.2246436841724107
176933365387.396,281842480.0,627.773944464993,3.18869330220589,4.78138507307745,2.49112841664166,133840.0,560.27433813377,81.6342051742121,21.411029142871,36.4035502278737,49.8169286273063,158.983805646004,78.4523358518958,3.3876116617462,3.562050330745952,2.1491223110623943,627.7739444649933,196.8749845056307,287.0955267615216,0.4748751856001267,81.63420517359458,1.9345217946325728,14.570398752534205,0.0,0.093305034488527,0.3133459312090535,0,-0.0012396592552122,0.2423869142072922,0.0091149485501415,0.2568610216532381
204641949829.561,289469530.0,706.955063040869,1.76090410099629,4.75116750881285,2.57108134077613,137380.0,570.382439214674,80.5603505989825,21.3189019410156,40.673975201312,50.2394323653305,153.629779367427,78.4523358518958,4.68110245968926,3.562050330745952,2.1491223110623943,706.95506304087,401.47277903486383,324.3333724856842,0.4745922653759102,80.56035059844166,1.913486954962655,14.123918455466702,0.0,0.148683959012182,0.3270162371656858,0,0.018068936094068,0.2453018686500047,0.0144976529496888,0.2799014177199506
254090255061.056,297353098.0,854.506836384316,0.694336305945748,4.73188044804454,1.83141130911409,141040.0,578.107912796889,81.1680498971543,21.2267747391601,37.7579126977348,50.7334166512703,148.278352791015,78.4523358518958,4.48188332909815,3.562050330745952,2.1491223110623943,854.5068363843178,1230.6814854228332,392.824584503242,0.4743182463832947,81.16804989670376,1.912390453770048,14.04029387947016,0.0,0.277649840503263,0.3421498532747695,0,0.037646465141641,0.2440129384092139,0.0277054741290011,0.3116424887330039
310554338477.887,305520588.0,1016.47597797202,5.63163351357613,4.7279468963644,2.98747943733773,155650.0,585.191024218262,81.0702100123662,21.1346475373047,38.0079086887609,51.2834866628333,143.101119321969,78.4523358518958,4.27728400548893,3.562050330745952,2.1491223110623943,1016.4759779720214,180.49398554107088,467.4776202861184,0.50945830203757,81.07021001195987,1.9029424686099448,13.85363183255678,0.0,0.5118613073271718,0.3583723656797435,0,0.0568669015167374,0.2444878561258227,0.0491686068277191,0.3289393858071233
393296680919.431,313985474.0,1252.59514686795,4.41589984169562,4.64887181517722,2.3394303884122,153210.0,578.678601469874,81.9026619144582,21.0425203354492,39.8607062598482,51.8682025707247,138.164471595965,78.4523358518958,4.13962129650424,3.562050330745952,2.1491223110623943,1252.595146867944,283.6556968617698,580.9475693817735,0.4879525095482601,81.90266191413913,1.9043499727264368,14.153393905774491,0.0,0.8128271794773787,0.375409119085282,0,0.0754279125373054,0.2426370443752314,0.0809067998018324,0.361112347548211
461777599573.788,322741656.0,1430.79640012068,3.60736767984596,4.62766132792644,2.8213805458757,153350.0,583.570930281778,82.1722589401389,20.9503931335938,40.7442321909514,52.4639575630919,133.475044722892,78.4523358518958,3.90850626720445,3.562050330745952,2.1491223110623943,1430.7964001206835,396.631706857721,665.1154785451498,0.475147837749212,82.17225893986601,1.8991304183250937,14.08093766775907,0.0,1.0381398596630107,0.3930619215900059,0,0.0932159523652838,0.2421933698156682,0.1059249412396116,0.3789372815171063
566425696836.635,331772330.0,1707.27226359303,8.44972153523289,4.59939251319006,2.87919707994292,157600.0,585.933019164169,81.5551144965369,20.8582659317383,41.686698722812,53.0495003986077,129.11764610709,78.4523358518958,3.73170988370267,3.562050330745952,2.1491223110623943,1707.2722635930338,202.0507133251906,796.072364717133,0.4750245446930429,81.55511449630998,1.883665575778103,13.918845982237857,0.0,1.366968314620438,0.4108617373229412,0,0.1098686517470799,0.243966548929312,0.1497418180590234,0.3962870722883567
506996402016.437,341050537.0,1486.57265423522,3.2824403758932,4.583290656407,3.58037585233818,145550.0,571.800006978943,82.6154249694587,20.7661387298829,41.8657125835744,53.6120895132647,125.063822570241,78.4523358518958,3.78690128185734,3.562050330745952,2.1491223110623943,1486.5726542352195,452.88641498345623,694.3803778546396,0.4267695963193865,82.61542496922152,1.8874972242221184,14.448307793130386,0.0,1.6175614616552223,0.4286778415329016,0,0.1254304389226441,0.241546090751646,0.1792075477120732,0.3955201710508088
591582966686.497,350556886.0,1687.5519789005,1.78484420477115,4.55466216096181,3.19016567372739,165750.0,596.785227772781,80.9336234119323,20.6740115280274,41.7308811629004,54.1443067090058,121.383249997739,78.4523358518958,3.52177502188999,3.562050330745952,0.218469626115264,1687.5519789005,945.4897936690644,790.7315621661344,0.4728191247111888,80.93362341170554,1.859898508859297,13.561599658553686,0.0,1.9616368836975,0.4460607761780504,0,0.1396425834071308,0.2459809126501007,0.2133244645155365,0.4016541163392958
670962551547.58,360285439.0,1862.30826705039,4.01869907534491,4.54837615294628,3.65147330333273,179070.0,610.016077182942,79.5252928746749,20.586055376098,45.9012986272586,54.6499981291251,118.039325695424,78.4523358518958,3.55073141785752,3.562050330745952,2.1491223110623943,1862.3082670503927,463.4107287295592,873.2194171391478,0.497022584362617,79.52529287446265,1.835801732100685,13.036589665295905,0.0,2.2656700671023144,0.4629812802399269,0,0.1526408061769982,0.2497216293730677,0.2408261479823265,0.4091734285600953
727571396578.054,370243017.0,1965.11848480873,4.57837463515945,4.63760207877834,2.87431669064731,181740.0,624.240457631954,79.0710065586817,20.4980992241686,44.1303538860375,55.1389443224205,114.997107860762,78.4523358518958,3.50506277342634,3.562050330745952,2.1491223110623943,1965.118484808733,429.2174934129853,912.5191763868212,0.4908667865571115,79.07100655848417,1.822729509427496,12.666754548181045,0.0,2.656865965135053,0.4794811395533746,0,0.1645783867230002,0.2510772355428742,0.2793364727596625,0.4176201371498296
820787588844.362,380437896.0,2157.48114862974,2.43920076104128,4.41021563101583,2.33396948872885,191990.0,622.117525274381,77.5442291317694,20.4101430722392,47.0181626522631,55.6189864082126,112.19118986671,78.4523358518958,3.62193545204652,3.562050330745952,2.1491223110623943,2157.4811486297413,884.5033107109742,1027.3468593090602,0.5046552985878147,77.54422913158801,1.7973008949940137,12.464562720294532,0.0,3.1384043498984133,0.4957518186079616,0,0.1757016089070353,0.2551140694899785,0.3189933885554798,0.4275300484036482
864966625366.588,390882979.0,2212.85313466307,1.7580519603779,4.6880883010437,1.91845446796166,198440.0,611.437410013059,76.2761430693836,20.3221869203098,47.7454989877597,56.0882690441146,109.696286604994,78.4523358518958,3.61479434913949,3.562050330745952,2.1491223110623943,2212.8531346630675,1258.6960934803135,1022.0089511725034,0.5076711206706189,76.2761430692086,1.7748628694366977,12.474889795793572,0.0,3.5558572423596697,0.5113050840643601,0,0.1857567104924352,0.2585041750257665,0.3497859987792683,0.4338877874510461
760729687146.574,401586651.0,1894.3101949536,2.13026806151513,4.62673719960996,2.05609711520206,193060.0,2348.102738395949,76.9675266521529,20.2342307683804,46.7522790760429,56.5420091409512,107.291692708028,78.4523358518958,3.83468457344959,3.562050330745952,2.1491223110623943,1894.3101949536017,889.2355986440001,880.6709696435448,0.4807430713128957,76.96752665195757,1.7751721022941551,6.4511430463351775,0.0,4.103685943957861,0.5269933553459587,0,0.1954534495519063,0.2569956064486667,0.3861348940998653,0.4331986841925464
690543020916.229,412551299.0,1673.83552685464,1.49456366409864,5.56701668670193,2.01823274960796,195120.0,2348.102738395949,30.13645369570513,20.1526101552326,50.9489385807558,56.9747611509084,104.637693991442,78.4523358518958,3.8112533623891,3.562050330745952,2.1491223110623943,1673.835526854635,1119.949298288419,709.4168832032542,0.4729593640183884,30.1364536955584,0.0,6.4511430463351775,0.0,4.2950238012694495,0.5444955730347821,0,0.2058917413552975,0.4496184746119185,0.3945983611832394,0.4288415009060907
683741574626.192,423769930.0,1613.47355303429,1.76463495159564,6.01950535255351,2.58299866845055,201900.0,2348.102738395949,30.13645369570513,20.0713271823989,48.8482047633884,57.382362702625,102.032086434223,78.4523358518958,3.78963052268832,3.562050330745952,0.236817201022054,1613.4735530342891,914.3384310592596,657.6297454096688,0.4764377689563769,30.1364536955584,0.0,6.4511430463351775,0.0,4.5709965978335845,0.5623952690570301,0,0.2160726993772552,0.4498216820440027,0.4056231024680229,0.4312773110098306
741691624372.788,435229381.0,1704.1396025899,1.78404994832042,6.04109241959404,2.09005410791295,224380.0,2348.102738395949,30.13645369570513,19.9860995956125,51.2532526128876,57.7623467867763,99.2911397363565,78.4523358518958,3.39316057276209,3.562050330745952,2.1491223110623943,1704.1396025898996,955.2084593787572,693.3418728444761,0.5155442389584448,30.1364536955584,0.0,6.4511430463351775,0.0,5.293605131476836,0.5817472429075764,0,0.2265930558069198,0.4500347510109687,0.4627710868282381,0.4384134578717542
794572474605.872,446911598.0,1777.91867152634,1.75856517595659,6.06336228158956,2.15064773327763,1121547.8859666353,2348.102738395949,30.13645369570513,19.9012147100637,51.3414214713772,58.1157227231324,96.4942892374437,78.4523358518958,3.36604397526269,3.562050330745952,2.1491223110623943,1777.918671526336,1011.0052762526828,722.0298159694637,4.282983276394439,30.1364536955584,0.0,6.4511430463351775,0.0,5.633925096501228,0.6022711103672355,0,0.2371945925591851,0.4502469632248407,0.4884623615687411,0.5192597574854916
784587603322.866,458803476.0,1710.07336335627,2.43130769502035,6.77491378680166,2.19686660381712,1121547.8859666353,2348.102738395949,30.13645369570513,19.8167620702692,80.04314158944638,69.79365371154302,93.6270232080024,78.4523358518958,6.160078079111932,3.562050330745952,2.1491223110623943,1710.0733633562663,703.3553864279431,656.996197225756,4.282983276394439,30.1364536955584,0.0,6.4511430463351775,32.689495136693246,0.0,5.692028493688078,1,0.6558509710391535,0.4504580948243269,0.34838607093508,0.44418283349706505
816038849805.683,282344141.0,2890.22767363068,1.85379035325276,12.5961014133704,0.471363118875434,893140.615190274,1295.72292218289,6.56727234373347,3.00202796708401,78.8724757376533,67.8005914484374,60.5594726902869,60.0535011291504,4.00092337012268,1.59937259788585,1.18180766687419,2890.227673630681,1559.0909018160178,814.3554004334286,3.163304937113159,6.5672723436615925,0.0769320397333685,0.5068423373007602,7.562348502254528,0.1909701193360967,1.1195703733284306,0,0.5915561194715948,0.4760767492229562,0.0162562840070466,0.2271100328310118
798525022054.761,288432153.0,2768.5021026583,1.77220437351018,12.4693803508137,1.11632354168693,946781.276673814,1362.82475649758,6.42183998004049,1.72047382965384,79.5591388332436,68.0725186351364,58.685002729594,61.5170516967773,4.28449784165919,1.64278082410883,2.1491223110623943,2768.5021026583017,1562.179929154992,784.0114792350566,3.2825094803969863,6.421839979964348,0.0435991287424496,0.4712153891703899,0.0,0.2997707680202205,1.1599644793201724,0,0.6036273045281167,0.4796442154757641,0.026786578051281,0.2049830383261333
803142348125.716,294665202.0,2725.60975193031,1.83299389002049,12.4650007584907,0.768172334815647,986311.260496921,1399.53060492643,6.25625618015831,1.71853843434093,77.5119768489519,68.3402463203748,56.8408369767523,62.5932006835938,4.2664287439806,1.57643631301916,2.1491223110623943,2725.6097519303144,1486.97154244188,772.000390095736,3.3472267977435655,6.256256180081479,0.0429849584522644,0.4470253210709305,0.0,0.4780446247228879,1.2023089376450546,0,0.6143037565352085,0.4800630134637519,0.0415667126889947,0.1965034055422499
887874177404.3,301113869.0,2948.6326231101,2.7125924747435,12.3905207364152,1.64666337772702,1012262.85556778,1391.08707357351,6.35872164625474,1.71662965074073,78.7574168724285,68.6105056110119,55.0575287628462,64.3011932373047,4.14622216699596,1.57115086593521,2.1491223110623943,2948.6326231100966,1087.0164429652928,837.675641181377,3.3617277707251008,6.358721646182244,0.0432874015397278,0.4571045024464258,0.0,0.6480231923120604,1.2461602827570333,0,0.6268742910202298,0.4798116217575113,0.056401971260083,0.2216853727770812
1056272163163.2,307862846.0,3430.98290971819,3.63228004956626,11.3526727890111,2.02720990884345,1069589.36666085,1439.87466891648,6.6802452148199,1.7146957505957,79.0969038291945,68.8861877593959,53.2614986708479,65.9691162109375,3.83106110800579,1.60622220459957,2.1491223110623943,3430.98290971818,944.581051818373,1018.285347195776,3.4742398459502644,6.680245214752255,0.0443183184590552,0.4639462974820475,0.0,1.082030751499419,1.293358044337194,0,0.639375631536421,0.479012647586461,0.0905165155057557,0.2617110645403394
1297924247602.13,314965776.0,4120.84215652095,3.4936853461953,11.1959373094438,3.55183892201096,1166727.07081153,1495.06249911,6.32614023389305,1.71275879818584,79.9916918960317,69.164682959313,51.5176400415236,65.8275604248047,3.51228002721838,1.62247370922383,2.1491223110623943,4120.842156520936,1179.511532430543,1231.5604985342686,3.7042979260436546,6.326140233836184,0.0430790001127464,0.423135503543093,0.0,1.4917417905273227,1.3425436977230665,0,0.6457444475774546,0.4799027524198027,0.1299559761260448,0.2963116688263186
1533188359170.0,322452764.0,4754.76885405143,3.54498591605032,10.4258378530008,4.53296454258352,1225851.31236809,1562.50370079861,6.13715563463227,1.71081245548755,84.2563358030002,69.4394593833006,49.7665974992373,65.4996566772461,3.48364281881079,1.64964359420106,2.1491223110623943,4754.768854051442,1341.2659363535645,1472.5631423200705,3.8016461610113224,6.137155634583201,0.0423824415639432,0.392777030319705,0.0,2.110980308902976,1.3953025296608794,0,0.65150758465789,0.4803800797747004,0.1854776198025416,0.329819907791339
1789559805222.17,330290752.0,5418.13476273827,4.74390639021646,10.0272236544263,4.57259472642583,1282565.18905739,1593.61258179011,5.5561129384256,1.70887221747862,82.2906727516646,69.7015552895135,47.9949889965398,64.3605117797852,3.58376751968802,1.61712598375831,2.1491223110623943,5418.134762738286,1142.1251426698252,1711.037200692414,3.883139873856928,5.55611293838578,0.0402805249373599,0.3486489126600896,0.0,2.7066540422358325,1.4522673459626925,0,0.6546122633675268,0.4818375371102394,0.2427760653099994,0.3582623697570093
2254219136401.86,338395936.0,6661.48406818295,11.2706652380848,9.72474213743173,3.93969800865399,1385236.68921583,1678.09560602555,5.14495561393708,1.70693350562981,84.6505655653881,69.9421738723304,46.1950787949398,64.719970703125,3.40901760517584,1.63901281905848,2.1491223110623943,6661.484068182958,591.046218431994,2136.1509881338734,4.093538195493665,5.144955613905464,0.0387175100283222,0.3065949040962297,0.0,3.3851623840106795,1.514061144538882,0,0.6626723477425291,0.4828702772010827,0.298381783382982,0.3971457749636591
1974360868641.06,346629179.0,5695.8876755181,2.92089711805365,9.32921993114808,3.88337206056328,1453510.27408105,1724.44902429584,5.03535290474291,1.70537729981661,84.0921688805625,70.1575600848623,44.4712650279905,66.2956008911133,4.29702170752576,1.5380736047614,2.1491223110623943,5695.887675518107,1950.0473468622456,1864.8278676653456,4.193271548212766,5.0353529047058405,0.0382679708651628,0.2919977821205264,0.0,4.008731519046488,1.5775930826502165,0,0.6743967180895352,0.4831481744886012,0.3561963173964741,0.3668608487940702
2311236505303.56,354890097.0,6512.54155819275,3.91106195534027,9.4009115591931,3.02884197205704,1533835.68328257,1784.99980960134,4.78607427533975,2.85955198657662,86.0650715872302,70.3499164210096,42.9697359251316,67.2854919433594,3.89950749134702,1.54714904454628,2.1491223110623943,6512.541558192761,1665.1593947010604,2124.0538557596237,4.322001927494106,4.786074275307987,0.0625586997413091,0.2681274389832381,0.0,4.683319244062403,1.6371968527706082,0,0.6833651997887773,0.4808859343452091,0.4177975517559271,0.39460284213499
2501780036770.7,363156846.0,6888.97941571698,4.75316388885632,10.4766732735643,1.79229585101111,1564748.61270522,1750.71779119167,4.65807365338787,2.97909047995738,86.3386281134868,70.5287616794948,41.754590679488,69.589469909668,3.89307743257557,1.16239926805954,2.1491223110623943,6888.979415716977,1449.346072805953,2128.3506823256075,4.308740506864133,4.658073653358736,0.0642964314104569,0.2660665057968729,0.0,5.090169306646295,1.6891259267964076,0,0.695672646803515,0.4809070896666368,0.4565864597960102,0.4091622083044134
